level	item_id	field	problem	value	line_no
ERROR	P2004-0064	__row__	too_few_fields_expected_8_got_6	P2004-0064|documents/kirov/Molotov_Commission_Borisov.doc|http://perpetrator2004.narod.ru/documents/kirov/Molotov_Commission_Borisov.doc|Записка комиссии ЦК КПСС под председательством В.М.Молотова ЦК КПСС об обстоятельствах гибели М.В. Борисова|no|no	128
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Molotov_Commission_Borisov.doc	129
ERROR	P2004-0065	__row__	too_few_fields_expected_8_got_6	P2004-0065|documents/kirov/Shatunovskaya_Letters.doc|http://perpetrator2004.narod.ru/documents/kirov/Shatunovskaya_Letters.doc|Письма О.Г. Шатуновской членам Политбюро об обстоятельствах убийства С.М. Кирова|no|no	130
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Shatunovskaya_Letters.doc	131
ERROR	P2004-0066	__row__	too_few_fields_expected_8_got_6	P2004-0066|documents/kirov/CCC_Memo_Shatunovskaya.doc|http://perpetrator2004.narod.ru/documents/kirov/CCC_Memo_Shatunovskaya.doc|Записка Центральной контрольной комиссии КП РСФСР в ЦК КПСС о результатах проверки заявлений О.Г. Шатуновской|no|no	132
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/CCC_Memo_Shatunovskaya.doc	133
ERROR	P2004-0067	__row__	too_few_fields_expected_8_got_6	P2004-0067|documents/kirov/Yakovlev_Memo.doc|http://perpetrator2004.narod.ru/documents/kirov/Yakovlev_Memo.doc|Записка А.Н. Яковлева|no|no	134
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Yakovlev_Memo.doc	135
ERROR	P2004-0068	__row__	too_few_fields_expected_8_got_6	P2004-0068|documents/kirov/Krov_Assassination_Memo_GPO_KGB.doc|http://perpetrator2004.narod.ru/documents/kirov/Krov_Assassination_Memo_GPO_KGB.doc|Справка работников прокуратуры СССР и следственного отдела КГБ СССР|no|no	136
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Krov_Assassination_Memo_GPO_KGB.doc	137
ERROR	P2004-0069	__row__	too_few_fields_expected_8_got_6	P2004-0069|documents/Great_Terror/Shvernik_Report.rar|http://perpetrator2004.narod.ru/documents/Great_Terror/Shvernik_Report.rar|Доклад комиссии Шверника|no|no	138
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Shvernik_Report.rar	139
ERROR	P2004-0070	__row__	too_few_fields_expected_8_got_6	P2004-0070|documents/Great_Terror/CEC_Order_dated_1_12_1934.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/CEC_Order_dated_1_12_1934.doc|Постановление Президиума ЦИК СССР от 1 декабря 1934 г|no|no	140
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/CEC_Order_dated_1_12_1934.doc	141
ERROR	P2004-0071	__row__	too_few_fields_expected_8_got_6	P2004-0071|documents/Great_Terror/Number_of_Arrested_Condemned_by_Organs.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Number_of_Arrested_Condemned_by_Organs.doc|Справки спецотдела МВД СССР о количестве арестованных и осужденных органами ВЧК - ОГПУ - НКВД - МГБ СССР в 1921 -1953 гг.|no|no	142
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Number_of_Arrested_Condemned_by_Organs.doc	143
ERROR	P2004-0072	__row__	too_few_fields_expected_8_got_6	P2004-0072|documents/Great_Terror/Number_of_Condemned_by_Special_Commission.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Number_of_Condemned_by_Special_Commission.doc|Докладная записка С. Н. Круглова и Р. А. Руденко Н. С. Хрущеву о пересмотре дел осужденных особым совещанием при НКВД- МГБ СССР|no|no	144
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Number_of_Condemned_by_Special_Commission.doc	145
ERROR	P2004-0073	__row__	too_few_fields_expected_8_got_6	P2004-0073|documents/Leningrad_Affair/Rudenko_Speech_Leningrad.doc|http://perpetrator2004.narod.ru/documents/Leningrad_Affair/Rudenko_Speech_Leningrad.doc|Правленая стенограмма выступления Р. А. Руденко|no|no	146
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Leningrad_Affair/Rudenko_Speech_Leningrad.doc	147
ERROR	P2004-0074	__row__	too_few_fields_expected_8_got_6	P2004-0074|documents/Leningrad_Affair/Khrushchev_Speech_Leningrad.doc|http://perpetrator2004.narod.ru/documents/Leningrad_Affair/Khrushchev_Speech_Leningrad.doc|Из неправленой стенограммы выступления Н.С. Хрущева|no|no	148
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Leningrad_Affair/Khrushchev_Speech_Leningrad.doc	149
ERROR	P2004-0075	__row__	too_few_fields_expected_8_got_6	P2004-0075|documents/Great_Terror/Pospelov_Commission_Report.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Pospelov_Commission_Report.doc|Доклад комиссии Поспелова|no|no	150
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Pospelov_Commission_Report.doc	151
ERROR	P2004-0076	__row__	too_few_fields_expected_8_got_6	P2004-0076|documents/Show_Trials/CPSU_Classified_Letter_on_Trotskyite_Zinovievite_Bloc.doc|http://perpetrator2004.narod.ru/documents/Show_Trials/CPSU_Classified_Letter_on_Trotskyite_Zinovievite_Bloc.doc|Закрытое письмо ЦК ВКП(б) о террористической деятельности троцкистско-зиновьевского контрреволюционного блока|no|no	152
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Show_Trials/CPSU_Classified_Letter_on_Trotskyite_Zinovievite_Bloc.doc	153
ERROR	P2004-0077	__row__	too_few_fields_expected_8_got_6	P2004-0077|documents/kirov/Kotolynov_Interrogation_Record_12_Dec.doc|http://perpetrator2004.narod.ru/documents/kirov/Kotolynov_Interrogation_Record_12_Dec.doc|Протокол допроса И.И. Котолынова от 12 декабря 1934 г.|no|no	154
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Kotolynov_Interrogation_Record_12_Dec.doc	155
ERROR	P2004-0078	__row__	too_few_fields_expected_8_got_6	P2004-0078|documents/kirov/Nikolayev_Interrogation_Record_13_Dec.doc|http://perpetrator2004.narod.ru/documents/kirov/Nikolayev_Interrogation_Record_13_Dec.doc|Протокол допроса Л. Николаева от 13 декабря 1934 г.|no|no	156
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Nikolayev_Interrogation_Record_13_Dec.doc	157
ERROR	P2004-0079	__row__	too_few_fields_expected_8_got_6	P2004-0079|documents/kirov/Draft_Circular_Letter.doc|http://perpetrator2004.narod.ru/documents/kirov/Draft_Circular_Letter.doc|Из циркулярного письма НКВД СССР всем местным органам наркомата внутренних дел СССР|no|no	158
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Draft_Circular_Letter.doc	159
ERROR	P2004-0080	__row__	too_few_fields_expected_8_got_6	P2004-0080|documents/Tukhachevsky/Plan_for_Defeat.doc|http://perpetrator2004.narod.ru/documents/Tukhachevsky/Plan_for_Defeat.doc|План поражения СССР|no|no	160
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Tukhachevsky/Plan_for_Defeat.doc	161
ERROR	P2004-0081	__row__	too_few_fields_expected_8_got_6	P2004-0081|documents/Great_Terror/Lead_Up_To_Terror.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Lead_Up_To_Terror.doc|Подготовка к Большому террору|no|no	162
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Lead_Up_To_Terror.doc	163
ERROR	P2004-0082	__row__	too_few_fields_expected_8_got_6	P2004-0082|documents/Great_Terror/Coded_Telegram_On_Physical_Influence.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Coded_Telegram_On_Physical_Influence.doc|Шифртелеграмма от 20.01.1939|no|no	164
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Coded_Telegram_On_Physical_Influence.doc	165
ERROR	P2004-0083	__row__	too_few_fields_expected_8_got_6	P2004-0083|documents/Great_Terror/Operative_Order_00439.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Operative_Order_00439.doc|Оперативный приказ Ежова 00439|no|no	166
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Operative_Order_00439.doc	167
ERROR	P2004-0084	__row__	too_few_fields_expected_8_got_6	P2004-0084|documents/Great_Terror/Operative_Order_00447.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Operative_Order_00447.doc|Оперативный приказ Ежова 00447 о репрессировании бывших кулаков, уголовников и др. антисоветских элементов|no|no	168
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Operative_Order_00447.doc	169
ERROR	P2004-0085	__row__	too_few_fields_expected_8_got_6	P2004-0085|documents/Great_Terror/Operative_Order_00485.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Operative_Order_00485.doc|Оперативный приказ Ежова 00485|no|no	170
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Operative_Order_00485.doc	171
ERROR	P2004-0086	__row__	too_few_fields_expected_8_got_6	P2004-0086|documents/Great_Terror/Letter_On_POV.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Letter_On_POV.doc|Закрытого письма|no|no	172
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Letter_On_POV.doc	173
ERROR	P2004-0087	__row__	too_few_fields_expected_8_got_6	P2004-0087|documents/Great_Terror/Politburo_Resolution_5_7_37.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Politburo_Resolution_5_7_37.doc|Решение политбюро от 5.7.1937 г.|no|no	174
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Politburo_Resolution_5_7_37.doc	175
ERROR	P2004-0088	__row__	too_few_fields_expected_8_got_6	P2004-0088|documents/Great_Terror/Operative_Order_00486.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Operative_Order_00486.doc|Оперативный приказ Ежова 00486 о репрессировании жен изменников родины, членов право-троцкистских шпионско-диверсионных организаций, осужденных военной коллегией и военными трибуналами по первой и второй категории, начиная с 1 августа 1936 г|no|no	176
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Operative_Order_00486.doc	177
ERROR	P2004-0089	__row__	too_few_fields_expected_8_got_6	P2004-0089|documents/Great_Terror/Operative_Order_00593.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Operative_Order_00593.doc|Оперативный приказ Ежова 00593|no|no	178
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Operative_Order_00593.doc	179
ERROR	P2004-0090	__row__	too_few_fields_expected_8_got_6	P2004-0090|documents/Great_Terror/Circular_Letter_106_20_May_1938.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Circular_Letter_106_20_May_1938.doc|Циркуляр Народного комиссара внутренних дел Союза ССР № 106|no|no	180
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Circular_Letter_106_20_May_1938.doc	181
ERROR	P2004-0091	__row__	too_few_fields_expected_8_got_6	P2004-0091|documents/Great_Terror/Beria_Order_00689.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Beria_Order_00689.doc|Приказ Берии 00689|no|no	182
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Beria_Order_00689.doc	183
ERROR	P2004-0092	__row__	too_few_fields_expected_8_got_6	P2004-0092|documents/Great_Terror/Operative_Order_00486.doc|http://perpetrator2004.narod.ru/documents/Great_Terror/Operative_Order_00486.doc|приказа НКВД № 00486|no|no	184
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Great_Terror/Operative_Order_00486.doc	185
ERROR	P2004-0093	__row__	too_few_fields_expected_8_got_6	P2004-0093|documents/Show_Trials/Zinoviev_Kamenev_Trial.doc|http://perpetrator2004.narod.ru/documents/Show_Trials/Zinoviev_Kamenev_Trial.doc|Процесс по делу «антисоветского объединенного троцкистско-зиновьевского центра»|no|no	186
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Show_Trials/Zinoviev_Kamenev_Trial.doc	187
ERROR	P2004-0094	__row__	too_few_fields_expected_8_got_6	P2004-0094|documents/Show_Trials/Radek_Pyatakov_Trial.doc|http://perpetrator2004.narod.ru/documents/Show_Trials/Radek_Pyatakov_Trial.doc|Процесс «антисоветского троцкистского центра|no|no	188
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Show_Trials/Radek_Pyatakov_Trial.doc	189
ERROR	P2004-0095	__row__	too_few_fields_expected_8_got_6	P2004-0095|documents/Show_Trials/Bukharin_Trial.doc|http://perpetrator2004.narod.ru/documents/Show_Trials/Bukharin_Trial.doc|Процесс «троцкистко-бухаринского блока»»|no|no	190
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Show_Trials/Bukharin_Trial.doc	191
ERROR	P2004-0096	__row__	too_few_fields_expected_8_got_6	P2004-0096|http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Search_Record.doc|http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Search_Record.doc|Акт об обыске у Ягоды|no|yes	192
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Yagoda/Yagoda_Search_Record.doc	193
ERROR	P2004-0097	__row__	too_few_fields_expected_8_got_6	P2004-0097|http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Interrogation_Records.doc|http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Interrogation_Records.doc|Протоколы допросов Ягоды|no|yes	194
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Yagoda/Yagoda_Interrogation_Records.doc	195
ERROR	P2004-0098	__row__	too_few_fields_expected_8_got_6	P2004-0098|http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Confrontation_Records.doc|http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Confrontation_Records.doc|Протоколы очных ставок|no|yes	196
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Yagoda/Yagoda_Confrontation_Records.doc	197
ERROR	P2004-0099	__row__	too_few_fields_expected_8_got_6	P2004-0099|http://perpetrator2004.narod.ru/documents/Yagoda/Prosecutors_Interrogation_Record.doc|http://perpetrator2004.narod.ru/documents/Yagoda/Prosecutors_Interrogation_Record.doc|Протокол допроса обвиняемого Ягоды сотрудниками Прокуратуры СССР – Прокурором СССР А.Я. Вышинским и следователем по важнейшим делам при Прокуроре СССР Шейниным|no|yes	198
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Yagoda/Prosecutors_Interrogation_Record.doc	199
ERROR	P2004-0100	__row__	too_few_fields_expected_8_got_6	P2004-0100|http://perpetrator2004.narod.ru/documents/Yagoda/Kirshon_s_Report_on_Yagoda_s_Behavior_in_Prison.doc|http://perpetrator2004.narod.ru/documents/Yagoda/Kirshon_s_Report_on_Yagoda_s_Behavior_in_Prison.doc|Сообщение В.М. Киршона о поведении Ягоды в тюрьме|no|yes	200
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Yagoda/Kirshon_s_Report_on_Yagoda_s_Behavior_in_Prison.doc	201
ERROR	P2004-0101	__row__	too_few_fields_expected_8_got_6	P2004-0101|http://perpetrator2004.narod.ru/documents/Yagoda/Shothand_Record_of_Closed_Session.doc|http://perpetrator2004.narod.ru/documents/Yagoda/Shothand_Record_of_Closed_Session.doc|Стенографический протокол закрытого судебного заседания Военной коллегии Верховного суда СССР 9 марта 1938 года|no|yes	202
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/Yagoda/Shothand_Record_of_Closed_Session.doc	203
ERROR	P2004-0102	__row__	too_few_fields_expected_8_got_6	P2004-0102|http://perpetrator2004.narod.ru/documents/kirov/picb_621.gif|http://perpetrator2004.narod.ru/documents/kirov/picb_621.gif|Ситуационная схема|no|yes	204
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/picb_621.gif	205
ERROR	P2004-0103	__row__	too_few_fields_expected_8_got_6	P2004-0103|http://perpetrator2004.narod.ru/documents/kirov/Khanik_Documents_Records.doc|http://perpetrator2004.narod.ru/documents/kirov/Khanik_Documents_Records.doc|Протоколы допроса Николаева от 1 и 3 декабря 1934 г|no|yes	206
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Khanik_Documents_Records.doc	207
ERROR	P2004-0104	__row__	too_few_fields_expected_8_got_6	P2004-0104|http://perpetrator2004.narod.ru/documents/kirov/Kotolynov_Interrogation_Record.doc|http://perpetrator2004.narod.ru/documents/kirov/Kotolynov_Interrogation_Record.doc|Протокол допроса Котолынова от 19 декабря 1934 г|no|yes	208
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Kotolynov_Interrogation_Record.doc	209
ERROR	P2004-0105	__row__	too_few_fields_expected_8_got_6	P2004-0105|http://perpetrator2004.narod.ru/documents/kirov/Kotolynov_s_Statement_re_Indictment.doc|http://perpetrator2004.narod.ru/documents/kirov/Kotolynov_s_Statement_re_Indictment.doc|Заявление Котолынова от 27 декабря 1934 г.|no|yes	210
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Kotolynov_s_Statement_re_Indictment.doc	211
ERROR	P2004-0106	__row__	too_few_fields_expected_8_got_6	P2004-0106|http://perpetrator2004.narod.ru/documents/kirov/Khanik_Documents_Records.doc|http://perpetrator2004.narod.ru/documents/kirov/Khanik_Documents_Records.doc|Документы на Ханика. Ордер на арест, протоколы допросов на следствии, постановление о привлечении в качестве обвиняемого|no|yes	212
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Khanik_Documents_Records.doc	213
ERROR	P2004-0107	__row__	too_few_fields_expected_8_got_6	P2004-0107|http://perpetrator2004.narod.ru/documents/kirov/Professor_Dembo_s_Letter.doc|http://perpetrator2004.narod.ru/documents/kirov/Professor_Dembo_s_Letter.doc|Письмо профессора Дембо в комиссию Политбюро|no|yes	214
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Professor_Dembo_s_Letter.doc	215
ERROR	P2004-0108	__row__	too_few_fields_expected_8_got_6	P2004-0108|http://perpetrator2004.narod.ru/documents/kirov/Salkov_Statement.doc|http://perpetrator2004.narod.ru/documents/kirov/Salkov_Statement.doc|Воспоминания эксперта-криминалиста Салькова|no|yes	216
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Salkov_Statement.doc	217
ERROR	P2004-0109	__row__	too_few_fields_expected_8_got_6	P2004-0109|http://perpetrator2004.narod.ru/documents/kirov/Trial_Record_Kotolynov_et_al.doc|http://perpetrator2004.narod.ru/documents/kirov/Trial_Record_Kotolynov_et_al.doc|Протоколы допросов на суде. Котолынов и др|no|yes	218
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Trial_Record_Kotolynov_et_al.doc	219
ERROR	P2004-0110	__row__	too_few_fields_expected_8_got_6	P2004-0110|http://perpetrator2004.narod.ru/documents/kirov/Trial_Record_Khanik.doc|http://perpetrator2004.narod.ru/documents/kirov/Trial_Record_Khanik.doc|Допрос Ханика на суде|no|yes	220
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Trial_Record_Khanik.doc	221
ERROR	P2004-0111	__row__	too_few_fields_expected_8_got_6	P2004-0111|http://perpetrator2004.narod.ru/documents/kirov/Special_Reports_to_Yagoda.doc|http://perpetrator2004.narod.ru/documents/kirov/Special_Reports_to_Yagoda.doc|Спецсообщения Ягоде о ходе расследования убийства и суда по делу об убийстве|no|yes	222
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Special_Reports_to_Yagoda.doc	223
ERROR	P2004-0112	__row__	too_few_fields_expected_8_got_6	P2004-0112|http://perpetrator2004.narod.ru/documents/kirov/Volkova_s_Letter_Verification.doc|http://perpetrator2004.narod.ru/documents/kirov/Volkova_s_Letter_Verification.doc|Из письма М. Н. Волковой в ЦК КПСС о событиях, предшествовавших убийству С. М. Кирова. Из записки КГБ при СМ СССР в ЦК КПСС о проверке письма М. Н. Волковой|no|yes	224
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/documents/kirov/Volkova_s_Letter_Verification.doc	225
ERROR	P2004-0113	__row__	too_few_fields_expected_8_got_6	P2004-0113|http://www.ucoz.ru/|http://www.ucoz.ru/||no|yes	226
ERROR	-	__row__	too_few_fields_expected_8_got_3	|internal|data/perpetrator2004/raw/mirror/external/other/P2004-0113	227
