document_post_id	document_type	primary_process	document_title	content_chars	paragraphs	lines	recommended_unit	confidence	question_answer_markers	speaker_turn_markers	date_headers	numbered_points	signature_markers	attachment_markers	salutation_markers	list_density
8432	conversation_recording	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	14518	1	1	question_answer_blocks	high	4	0	4	0	0	0	0	1
5739	statement	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Заявление Г.С. Фридлянда Г.Г. Ягоде	14497	1	1	question_answer_blocks	high	6	0	2	0	0	0	0	1
10662	statement	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Заявление И.А. Мальгина Н.И. Ежову с приложением справки по его делу	14486	1	1	question_answer_blocks	high	11	0	3	0	1	2	0	1
7298	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса Ф.К. Розенбаха	14463	1	1	question_answer_blocks	high	75	0	1	0	0	0	0	1
8613	session_transcript	ПРОЦЕСС 2-12 МАРТА 1938 г.	Стенограмма очной ставки между Ю.Л. Пятаковым и Н.И. Бухариным в ЦК ВКП(б)	14424	1	1	question_answer_blocks	high	6	0	1	0	0	1	0	1
8151	special_report	ПРОЦЕСС 2-12 МАРТА 1938 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Рыкова	14418	1	1	question_answer_blocks	high	22	0	3	0	1	1	0	1
9211	letter	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Письма П.П. Ольберга П.И. Бескиной	14405	1	1	whole_or_light_paragraph_chunks	low	0	0	6	0	0	0	1	1
6446	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Киллерога	14402	1	1	question_answer_blocks	high	33	0	5	0	0	1	0	1
5896	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса И.Е. Коваленко	14387	1	1	question_answer_blocks	high	36	0	1	0	1	0	0	1
3927	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Г.Ф. Федорова	14328	1	1	question_answer_blocks	high	15	0	0	0	0	0	0	1
10822	letter	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Черновики письма Н.И. Ежова И.В. Сталину об обстоятельствах самоубийства М.П. Томского	14290	1	1	whole_or_light_paragraph_chunks	low	0	0	1	0	0	0	8	1
6354	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Ю.Л. Пятаковым и Л.П. Серебряковым	14246	1	1	question_answer_blocks	high	117	0	4	0	1	1	0	1
6903	interrogation_extract	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Выписка из протокола допроса Г.Г. Матитайшвили	14237	1	1	question_answer_blocks	high	17	0	1	0	0	0	0	1
5219	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса С.Т. Узданского (в качестве свидетеля)	14235	1	1	question_answer_blocks	high	15	0	1	0	0	0	0	1
7252	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.Н. Вечерковского	14180	1	1	question_answer_blocks	high	36	0	7	0	0	4	0	1
6431	session_transcript	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Выписка из Протокола № 43 заседания Политбюро ЦК с приложением записки Б.М. Таля об освобождении Л.С. Сосновского от работы в “Известиях”	14162	1	1	question_answer_blocks	high	2	0	2	0	0	1	2	1
5799	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса Л.Ф. Дитятевой	14161	1	1	question_answer_blocks	high	46	0	2	0	0	0	0	1
5729	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.Ф. Дитятевой	14144	1	1	question_answer_blocks	high	166	0	2	0	0	1	0	1
5699	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса В.А. Тер-Ваганяна	14138	1	1	question_answer_blocks	high	38	0	3	0	0	2	0	1
8289	conversation_recording	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	14073	1	1	question_answer_blocks	high	3	0	2	0	0	0	0	1
5792	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением письма Т.И. Глебовой от 31 октября 1936 г.	13990	1	1	question_answer_blocks	high	10	0	5	0	0	1	0	1
5408	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.И. Пономарева	13989	1	1	question_answer_blocks	high	51	0	5	0	0	1	0	1
5695	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса К.И. Грюнштейна	13980	1	1	question_answer_blocks	high	80	0	3	0	0	1	0	1
5152	special_report	КРЕМЛЕВСКОЕ ДЕЛО	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса М.К. Чернявского	13979	1	1	question_answer_blocks	high	87	0	2	0	0	1	0	1
6459	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Киллерога	13970	1	1	question_answer_blocks	high	32	0	4	0	0	2	0	1
5759	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.П. Бакаева	13954	1	1	question_answer_blocks	high	71	0	13	0	1	1	0	1
5374	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Г.Л. Хасина	13937	1	1	question_answer_blocks	high	48	0	4	0	0	0	0	1
5426	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Г.Ф. Дмитриева	13933	1	1	question_answer_blocks	high	55	0	3	0	0	1	0	1
5961	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Е. Пушина	13933	1	1	question_answer_blocks	high	79	0	5	0	1	1	0	1
5499	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение от Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Ф. Виргина	13894	1	1	question_answer_blocks	high	44	0	3	0	0	1	0	1
7192	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Л.П. Серебряковым и К.Б. Радеком	13825	1	1	question_answer_blocks	high	47	0	4	0	0	2	0	1
5005	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Р.Г. Миндель	13785	1	1	question_answer_blocks	high	87	0	0	0	0	0	0	1
7053	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Витковского	13783	1	1	question_answer_blocks	high	43	0	5	0	0	1	0	1
10069	draft_project	КРЕМЛЕВСКОЕ ДЕЛО	Проект заключения по акту приемки-сдачи дел по Секретариату ЦИК СССР	13769	1	1	header_body_attachments	medium	0	0	1	0	0	6	0	1
6650	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса Н.В. Голубенко	13748	1	1	question_answer_blocks	high	60	0	2	0	0	0	0	1
5769	letter	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Письмо К.Б. Радека И.В. Сталину	13718	1	1	whole_or_light_paragraph_chunks	low	0	0	1	0	0	0	3	1
5127	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса М.И. Новожилова	13705	1	1	question_answer_blocks	high	94	0	0	0	0	0	0	1
7006	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.Ф. Городецкого	13701	1	1	question_answer_blocks	high	74	0	3	0	0	1	0	1
8416	conversation_recording	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	13685	1	1	whole_or_light_paragraph_chunks	low	0	0	3	0	1	0	0	1
8420	conversation_recording	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	13626	1	1	whole_or_light_paragraph_chunks	low	1	0	4	0	3	0	0	1
5566	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Т.В. Мешковского	13611	1	1	question_answer_blocks	high	83	0	5	0	0	1	0	1
5443	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса В.М. Попова	13604	1	1	question_answer_blocks	high	85	0	6	0	1	2	0	1
5747	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением допроса В.Ф. Логинова	13596	1	1	question_answer_blocks	high	38	0	5	0	0	1	0	1
5758	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса В.А. Тер-Ваганяна	13588	1	1	question_answer_blocks	high	46	0	4	0	0	1	0	1
7131	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Чередниченко	13566	1	1	question_answer_blocks	high	50	0	5	0	1	1	0	1
5737	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	13562	1	1	question_answer_blocks	high	36	0	7	0	0	1	0	1
6790	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	13559	1	1	question_answer_blocks	high	46	0	3	0	0	1	0	1
8414	conversation_recording	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	13555	1	1	header_body_attachments	medium	0	0	4	0	1	3	0	1
5117	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса М.В. Королькова	13546	1	1	question_answer_blocks	high	37	0	2	0	0	0	0	1
5762	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	13544	1	1	question_answer_blocks	high	48	0	6	0	0	1	0	1
7412	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса А.О. Голлендера	13541	1	1	question_answer_blocks	high	97	0	2	0	0	0	0	1
10969	letter	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Письмо Ф. Пфемферта Л.Д. Троцкому о В.П. Ольберге	13500	1	1	question_answer_blocks	high	4	0	2	0	0	0	6	1
5836	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса В.Л. Горохова	13458	1	1	question_answer_blocks	high	86	0	2	0	0	0	0	1
4964	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса М.В. Королькова	13430	1	1	question_answer_blocks	high	92	0	0	0	0	0	0	1
6160	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.З. Станкина	13422	1	1	question_answer_blocks	high	57	0	4	0	0	1	0	1
6198	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса М.Х. Орлова	13419	1	1	question_answer_blocks	high	10	0	3	0	0	0	0	1
6290	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Штейна	13384	1	1	question_answer_blocks	high	125	0	2	0	0	1	0	1
5751	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса С.В. Мрачковского	13339	1	1	question_answer_blocks	high	79	0	4	0	0	1	0	1
8674	letter	ПРОЦЕСС 2-12 МАРТА 1938 г.	Письмо Н.И. Бухарина И.В. Сталину	13337	1	1	question_answer_blocks	high	3	0	2	0	0	0	1	1
5921	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса Ю.Л. Пятакова	13314	1	1	question_answer_blocks	high	45	0	5	0	0	0	0	1
5563	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса В.П. Ольберга	13313	1	1	question_answer_blocks	high	52	0	2	0	0	0	0	1
5790	letter	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Письмо Э.Н. Адунской Н.И. Ежову	13230	1	1	question_answer_blocks	high	2	0	2	0	1	0	0	1
6598	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса М.М. Кудряшева	13210	1	1	question_answer_blocks	high	33	0	1	0	0	0	0	1
7480	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса З.А. Ашрафяна	13205	1	1	question_answer_blocks	high	40	0	2	0	0	0	0	1
5635	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Я.М. Урановского	13191	1	1	question_answer_blocks	high	76	0	2	0	1	0	0	1
6350	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Ю.Л. Пятаковым и С.А. Ратайчаком	13172	1	1	question_answer_blocks	high	44	0	3	0	0	1	0	1
7711	special_report	ПРОЦЕСС 2-12 МАРТА 1938 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато	13154	1	1	question_answer_blocks	high	40	0	3	0	0	1	0	1
5743	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Л.Б. Каменева	13150	1	1	question_answer_blocks	high	63	0	5	0	0	1	0	1
6194	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.М. Коцюбинского	13144	1	1	question_answer_blocks	high	27	0	4	0	0	1	0	1
5642	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса А.Ф. Кошелева	13082	1	1	question_answer_blocks	high	53	0	7	0	0	1	0	1
5136	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса М.Н. Рябинина	13079	1	1	question_answer_blocks	high	77	0	0	0	0	0	0	1
1612	letter	ПРОЦЕСС 2-12 МАРТА 1938 г.	Письмо А. Бабаяна в редакцию газеты “Правда”	13076	1	1	question_answer_blocks	high	9	0	7	0	0	1	0	1
8871	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Е. Тамма	13059	1	1	question_answer_blocks	high	97	0	2	0	0	1	0	1
5803	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса Д.А. Шмидта	13055	1	1	question_answer_blocks	high	45	0	1	0	0	0	0	1
6505	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Зорина	12937	1	1	question_answer_blocks	high	37	0	3	0	1	1	0	1
5787	letter	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Письмо В.М. Мулина начальнику Политического управления БВО А.С. Булину о взаимоотношениях с семьей Рейнгольдов (и спороводительная записка НКО)	12933	1	1	question_answer_blocks	high	4	0	1	0	0	1	1	1
5844	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса И.Д. Зорина	12922	1	1	question_answer_blocks	high	32	0	2	0	0	0	0	1
5899	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса Н.П. Михетко	12918	1	1	question_answer_blocks	high	40	0	1	0	0	0	0	1
5356	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса И.И. Трусова	12893	1	1	question_answer_blocks	high	95	0	2	0	0	0	0	1
4879	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса В.И. Козырева	12799	1	1	question_answer_blocks	high	87	0	0	0	0	0	0	1
7476	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса О.П. Дзениса	12746	1	1	question_answer_blocks	high	41	0	3	0	0	1	0	1
5767	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением допроса В.Ф. Логинова	12734	1	1	question_answer_blocks	high	44	0	9	0	0	1	0	1
6990	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ф.И. Никогда	12731	1	1	question_answer_blocks	high	51	0	3	0	0	1	0	1
5907	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова В.М. Молотову с приложением протокола допроса И.А. Князева	12719	1	1	question_answer_blocks	high	39	0	2	0	0	2	0	1
5848	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса Я.Э. Стэна	12714	1	1	question_answer_blocks	high	25	0	2	0	0	0	0	1
5805	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса А.Ю. Тивеля	12713	1	1	question_answer_blocks	high	32	0	1	0	0	0	0	1
5091	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Л.Е. Хосроева	12686	1	1	question_answer_blocks	high	14	0	0	0	0	0	0	1
4510	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Я.Р. Ельковича	12665	1	1	question_answer_blocks	high	2	0	0	0	0	0	0	1
5918	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса И.С. Михайлова	12664	1	1	question_answer_blocks	high	59	0	2	0	1	0	0	1
4341	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса А.Е. Кожуро	12625	1	1	question_answer_blocks	high	14	0	1	0	0	0	0	1
6836	statement	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Заявление В.Д. Вуйовича Г.Г. Ягоде	12611	1	1	question_answer_blocks	high	2	0	1	0	0	0	0	1
5115	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Л.И. Перельштейн	12604	1	1	question_answer_blocks	high	80	0	1	0	0	0	0	1
5179	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса М.К. Чернявского	12586	1	1	question_answer_blocks	high	20	0	1	0	0	0	0	1
5818	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Ф.В. Яблонской	12573	1	1	question_answer_blocks	high	44	0	3	0	0	1	0	1
6259	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса Н.И. Медникова	12549	1	1	question_answer_blocks	high	28	0	4	0	0	0	0	1
5404	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением протокола допроса М.П. Жакова	12482	1	1	question_answer_blocks	high	46	0	3	0	0	1	0	1
4383	testimony	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Показания А.И. Александрова	12418	1	1	question_answer_blocks	high	5	0	1	0	0	0	0	1
5802	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса Н.В. Голубенко	12418	1	1	question_answer_blocks	high	33	0	2	0	0	0	0	1
6196	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Киллерога	12413	1	1	question_answer_blocks	high	36	0	4	0	0	1	0	1
7572	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Карпова	12405	1	1	question_answer_blocks	high	63	0	2	0	0	1	0	1
5406	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Б.О. Ольберг	12380	1	1	question_answer_blocks	high	81	0	2	0	1	1	0	1
5958	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Н. Голованова	12371	1	1	question_answer_blocks	high	106	0	2	0	0	1	0	1
5851	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса В.Ф. Степанова	12353	1	1	question_answer_blocks	high	48	0	2	0	0	0	0	1
5804	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Б.И. Кузьмичева	12350	1	1	question_answer_blocks	high	84	0	3	0	0	1	0	1
5082	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Л.Е. Хосроева	12334	1	1	question_answer_blocks	high	45	0	0	0	0	0	0	1
5831	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса А.В. Лугового-Левенштейна	12304	1	1	question_answer_blocks	high	54	0	2	0	0	0	0	1
6866	letter	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Письмо В.П. Второва в Политбюро ЦК ВКП(б) с приложением справки СПО ГУГБ НКВД СССР	12299	1	1	question_answer_blocks	high	3	0	2	0	0	2	0	1
6357	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Ю.Л. Пятаковым и Г.Я. Сокольниковым	12284	1	1	question_answer_blocks	high	67	0	3	0	0	1	0	1
5372	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса С.А. Ольберг-Браун	12263	1	1	question_answer_blocks	high	114	0	1	0	0	0	0	1
4476	testimony	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Показания А.М. Гертика	12258	1	1	whole_or_light_paragraph_chunks	low	0	0	1	0	0	0	0	1
5716	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса С.Я. Бабахана	12228	1	1	question_answer_blocks	high	37	0	7	0	0	1	0	1
6397	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса Н.И. Третьякова	12191	1	1	question_answer_blocks	high	20	0	1	0	1	0	0	1
5157	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Л.А. Чернозубовой	12168	1	1	question_answer_blocks	high	87	0	0	0	0	0	0	1
6584	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.И. Невского	12154	1	1	question_answer_blocks	high	58	0	1	0	0	1	0	1
3290	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса И.К. Наумова	12126	1	1	whole_or_light_paragraph_chunks	low	1	0	2	0	0	0	0	1
4926	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Б.Н. Розенфельда	12124	1	1	question_answer_blocks	high	74	0	2	0	0	0	1	1
5337	list	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Список арестованных участников “троцкистско-националистической боевой организации”	12115	1	1	header_body_attachments	medium	0	0	1	0	0	2	0	1
5236	special_report	КРЕМЛЕВСКОЕ ДЕЛО	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Р.С. Беннет	12077	1	1	question_answer_blocks	high	55	0	1	0	0	1	0	1
5908	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.Н. Лукницкого	12042	1	1	question_answer_blocks	high	60	0	2	0	0	1	0	1
4882	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Е.К. Мухановой	12003	1	1	question_answer_blocks	high	75	0	1	0	0	1	0	1
6470	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.И. Матвеева	11997	1	1	question_answer_blocks	high	71	0	5	0	0	1	0	1
5632	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса А.А. Бусыгина	11976	1	1	question_answer_blocks	high	50	0	1	0	0	0	0	1
5771	plan_instruction	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Краткий план-конспект обвинительной речи А.Я. Вышинского	11961	1	1	whole_or_light_paragraph_chunks	low	0	0	1	0	0	0	0	1
4269	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса В.Ф. Логинова	11956	1	1	question_answer_blocks	high	92	0	5	0	0	1	0	1
5376	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением протокола допроса В.П. Ольберга	11955	1	1	question_answer_blocks	high	41	0	5	0	0	1	0	1
5024	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса А.М. Сосипатрова	11945	1	1	question_answer_blocks	high	100	0	0	0	0	0	0	1
5242	verdict_or_sentence	КРЕМЛЕВСКОЕ ДЕЛО	Приговор Военной Коллегии Верховного Суда СССР по “Кремлевскому делу”	11899	1	1	question_answer_blocks	high	7	0	2	0	0	0	0	1
5806	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.М. Гертика	11894	1	1	question_answer_blocks	high	55	0	4	0	0	1	0	1
6388	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.С. Богуславского	11878	1	1	question_answer_blocks	high	40	0	4	0	1	2	0	1
5010	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Н.И. Бураго	11789	1	1	question_answer_blocks	high	29	0	0	0	0	0	0	1
