document_type	sample_no	document_post_id	content_chars	primary_process	document_title	sample_path	review_priority	expected_structure	review_questions	suggested_chunk_unit	notes
confrontation_protocol	3	5189	2053	КРЕМЛЕВСКОЕ ДЕЛО	Протокол очной ставки между Н.Н. Мищенко и П.Ф. Поляковым	/srv/projects/showtrials-discovery/structural_samples_d2_1/confrontation_protocol/03_5189_._._._..txt	medium	header + alternating confrontation exchanges + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_or_exchange_turn	sample_file_chars=2711; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
confrontation_protocol	4	4359	3636	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол очной ставки между И.П. Бакаевым и Г.Е. Евдокимовым	/srv/projects/showtrials-discovery/structural_samples_d2_1/confrontation_protocol/04_4359_._._._..txt	medium	header + alternating confrontation exchanges + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_or_exchange_turn	sample_file_chars=4325; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
confrontation_protocol	5	4423	53908	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол очной ставки между Г.Е. Зиновьевым и Г.И. Сафаровым	/srv/projects/showtrials-discovery/structural_samples_d2_1/confrontation_protocol/05_4423_._._._..txt	medium	header + alternating confrontation exchanges + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_or_exchange_turn	sample_file_chars=6509; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
confrontation_protocol	6	8609	42832	ПРОЦЕСС 2-12 МАРТА 1938 г.	Протокол очной ставки между Н.И. Бухариным и Е.Ф. Куликовым в ЦК ВКП(б)	/srv/projects/showtrials-discovery/structural_samples_d2_1/confrontation_protocol/06_8609_._._._..txt	medium	header + alternating confrontation exchanges + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_or_exchange_turn	sample_file_chars=6517; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
confrontation_protocol	7	4435	34119	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол очной ставки между Г.Е. Евдокимовым и Г.Е. Зиновьевым	/srv/projects/showtrials-discovery/structural_samples_d2_1/confrontation_protocol/07_4435_._._._..txt	medium	header + alternating confrontation exchanges + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_or_exchange_turn	sample_file_chars=6512; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
confrontation_protocol	8	5694	26931	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол очной ставки между И.П. Бакаевым и Н.А. Каревым	/srv/projects/showtrials-discovery/structural_samples_d2_1/confrontation_protocol/08_5694_._._._..txt	medium	header + alternating confrontation exchanges + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_or_exchange_turn	sample_file_chars=6503; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
memo_note	1	1625	510	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	Записка Сталина 4 января 1935 о рассылке документов по делу А.В. Румянцева членам Политбюро ЦК ВКП(б)	/srv/projects/showtrials-discovery/structural_samples_d2_1/memo_note/01_1625_4_1935_._..txt	medium	header + memo body + attachments + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	memo_section_or_attachment_block	sample_file_chars=1193; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
memo_note	2	6680	1881	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Записка по прямому проводу В.А. Балицкого Н.И. Ежову о показаниях на следствии И.М. Гуревича	/srv/projects/showtrials-discovery/structural_samples_d2_1/memo_note/02_6680_._._._._._..txt	medium	header + memo body + attachments + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	memo_section_or_attachment_block	sample_file_chars=2679; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
memo_note	3	9879	4738	КРЕМЛЕВСКОЕ ДЕЛО	Записка З.М. Беленького о результатах проверки научных учреждений, подведомственных ЦИК СССР	/srv/projects/showtrials-discovery/structural_samples_d2_1/memo_note/03_9879_._..txt	medium	header + memo body + attachments + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	memo_section_or_attachment_block	sample_file_chars=5544; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
memo_note	4	10574	9317	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Записка заместителя заведующего Планфинторготделом ЦК ВКП(б) Д.С. Гуревича Н.И. Ежову с приложением материалов о В.Н. Яковлевой	/srv/projects/showtrials-discovery/structural_samples_d2_1/memo_note/04_10574_._._._._._..txt	medium	header + memo body + attachments + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	memo_section_or_attachment_block	sample_file_chars=6632; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
memo_note	5	5660	152053	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Записка Г.Г. Ягоды И.В. Сталину с приложением справок на участников троцкистской организации и проекта постановления о предании их суду ВКВС СССР по закону от 1 декабря 1934 г.	/srv/projects/showtrials-discovery/structural_samples_d2_1/memo_note/05_5660_._._._._1_1934_..txt	medium	header + memo body + attachments + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	memo_section_or_attachment_block	sample_file_chars=6735; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
memo_note	6	4831	36829	КРЕМЛЕВСКОЕ ДЕЛО	Записка Е.Д. Соколовой М.Ф. Шкирятову в КПК при ЦК ВКП(б) о положении в правительственной библиотеке с приложениями	/srv/projects/showtrials-discovery/structural_samples_d2_1/memo_note/06_4831_._._._..txt	medium	header + memo body + attachments + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	memo_section_or_attachment_block	sample_file_chars=6605; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
memo_note	7	7820	23239	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Записка М.Д. Багирова И.В. Сталину о показаниях арестованных троцкистов на М.А. Нариманова	/srv/projects/showtrials-discovery/structural_samples_d2_1/memo_note/07_7820_._._._._._..txt	medium	header + memo body + attachments + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	memo_section_or_attachment_block	sample_file_chars=6556; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
memo_note	8	6895	21082	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Докладная записка Л.П. Берии И.В. Сталину о разоблачении троцкистов-двурушников и ликвидации троцкистских групп.	/srv/projects/showtrials-discovery/structural_samples_d2_1/memo_note/08_6895_._._._._-_..txt	medium	header + memo body + attachments + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	memo_section_or_attachment_block	sample_file_chars=6604; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
list	1	10647	1192	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Список корреспондентов иностранной прессы, допущенных на процесс августа 1936 года	/srv/projects/showtrials-discovery/structural_samples_d2_1/list/01_10647_1936.txt	medium	list title/header + records/items	Where does the true body begin? | Where does each record begin and end? | Can chunks preserve section boundaries?	list_item_group	sample_file_chars=1935; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
list	2	4576	6289	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Дополнительный список арестованных по делу Л.В. Николаева	/srv/projects/showtrials-discovery/structural_samples_d2_1/list/02_4576_._..txt	medium	list title/header + records/items	Where does the true body begin? | Where does each record begin and end? | Can chunks preserve section boundaries?	list_item_group	sample_file_chars=6479; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
list	3	1699	7535	КРЕМЛЕВСКОЕ ДЕЛО	Список личного состава секретариата Президиума ЦИК Союза ССР	/srv/projects/showtrials-discovery/structural_samples_d2_1/list/03_1699_sample.txt	medium	list title/header + records/items	Where does the true body begin? | Where does each record begin and end? | Can chunks preserve section boundaries?	list_item_group	sample_file_chars=6443; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
list	4	4771	31539	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Список активных зиновьевцев, троцкистов и шляпниковцев, подлежащих немедленному аресту	/srv/projects/showtrials-discovery/structural_samples_d2_1/list/04_4771_sample.txt	medium	list title/header + records/items	Where does the true body begin? | Where does each record begin and end? | Can chunks preserve section boundaries?	list_item_group	sample_file_chars=6546; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
list	5	4583	54365	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Список лиц, арестованных по делу “террористической зиновьевской организации”	/srv/projects/showtrials-discovery/structural_samples_d2_1/list/05_4583_sample.txt	medium	list title/header + records/items	Where does the true body begin? | Where does each record begin and end? | Can chunks preserve section boundaries?	list_item_group	sample_file_chars=6520; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
list	6	4665	39800	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Список арестованных по состоянию на 20 января 1935 г.	/srv/projects/showtrials-discovery/structural_samples_d2_1/list/06_4665_20_1935_..txt	medium	list title/header + records/items	Where does the true body begin? | Where does each record begin and end? | Can chunks preserve section boundaries?	list_item_group	sample_file_chars=6478; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
list	7	4847	38406	КРЕМЛЕВСКОЕ ДЕЛО	Список арестованных по делу контрреволюционных террористических групп в Кремле и вне Кремля	/srv/projects/showtrials-discovery/structural_samples_d2_1/list/07_4847_sample.txt	medium	list title/header + records/items	Where does the true body begin? | Where does each record begin and end? | Can chunks preserve section boundaries?	list_item_group	sample_file_chars=6543; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
list	8	4581	18777	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Список лиц, проходящих по показаниям, но не арестованных	/srv/projects/showtrials-discovery/structural_samples_d2_1/list/08_4581_sample.txt	medium	list title/header + records/items	Where does the true body begin? | Where does each record begin and end? | Can chunks preserve section boundaries?	list_item_group	sample_file_chars=6483; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
indictment	1	4462	24326	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Проект обвинительного заключения по делу “московского центра”	/srv/projects/showtrials-discovery/structural_samples_d2_1/indictment/01_4462_sample.txt	medium	header + legal sections + charges + conclusion	Where does the true body begin? | Can chunks preserve section boundaries?	legal_section_or_charge_block	sample_file_chars=6500; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
indictment	2	2617	28951	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	ОБВИНИТЕЛЬНОЕ ЗАКЛЮЧЕНИЕ	/srv/projects/showtrials-discovery/structural_samples_d2_1/indictment/02_2617_sample.txt	medium	header + legal sections + charges + conclusion	Where does the true body begin? | Can chunks preserve section boundaries?	legal_section_or_charge_block	sample_file_chars=6423; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
indictment	3	7275	31044	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Проект обвинительного заключения по делу “параллельного троцкистского центра”	/srv/projects/showtrials-discovery/structural_samples_d2_1/indictment/03_7275_sample.txt	medium	header + legal sections + charges + conclusion	Where does the true body begin? | Can chunks preserve section boundaries?	legal_section_or_charge_block	sample_file_chars=6533; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
indictment	4	7300	32121	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Обвинительное заключение по делу “параллельного антисоветского троцкистского центра”	/srv/projects/showtrials-discovery/structural_samples_d2_1/indictment/04_7300_sample.txt	medium	header + legal sections + charges + conclusion	Where does the true body begin? | Can chunks preserve section boundaries?	legal_section_or_charge_block	sample_file_chars=6546; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
indictment	5	6762	54006	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Проект обвинительного заключения по делу “троцкистско-зиновьевского террористического центра”	/srv/projects/showtrials-discovery/structural_samples_d2_1/indictment/05_6762_-.txt	medium	header + legal sections + charges + conclusion	Where does the true body begin? | Can chunks preserve section boundaries?	legal_section_or_charge_block	sample_file_chars=6567; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
press_summary	1	2488	34130	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОТЧЕТ О ХОДЕ ПРОЦЕССА ПО МАТЕРИАЛАМ АГЕНТСТВА UNITED PRESS INTERNATIONAL	/srv/projects/showtrials-discovery/structural_samples_d2_1/press_summary/01_2488_UNITED_PRESS_INTERNATIONAL.txt	low	press/source header + report sections + paragraphs	Where does the true body begin? | Can chunks preserve section boundaries?	press_item_or_paragraph_block	sample_file_chars=6521; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
press_summary	2	2487	38218	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОТЧЕТ О ХОДЕ ПРОЦЕССА ПО МАТЕРИАЛАМ ГАЗЕТЫ THE NEW YORK TIMES	/srv/projects/showtrials-discovery/structural_samples_d2_1/press_summary/02_2487_THE_NEW_YORK_TIMES.txt	low	press/source header + report sections + paragraphs	Where does the true body begin? | Can chunks preserve section boundaries?	press_item_or_paragraph_block	sample_file_chars=6499; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
press_summary	3	2486	38490	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОТЧЕТ О ХОДЕ ПРОЦЕССА ПО МАТЕРИАЛАМ ГАЗЕТЫ “ИЗВЕСТИЯ”	/srv/projects/showtrials-discovery/structural_samples_d2_1/press_summary/03_2486_sample.txt	low	press/source header + report sections + paragraphs	Where does the true body begin? | Can chunks preserve section boundaries?	press_item_or_paragraph_block	sample_file_chars=6482; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
press_summary	4	2485	48440	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОТЧЕТ О ХОДЕ ПРОЦЕССА ПО МАТЕРИАЛАМ ГАЗЕТЫ “ПРАВДА”	/srv/projects/showtrials-discovery/structural_samples_d2_1/press_summary/04_2485_sample.txt	low	press/source header + report sections + paragraphs	Where does the true body begin? | Can chunks preserve section boundaries?	press_item_or_paragraph_block	sample_file_chars=6477; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
reference_note	1	4781	1750	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Справка о ходе выселения из Ленинграда членов семей лиц, осужденных по делам “14”, “19” и “78”	/srv/projects/showtrials-discovery/structural_samples_d2_1/reference_note/01_4781_14_19_78.txt	medium	header + factual sections + evidence extracts	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	factual_section_or_extract	sample_file_chars=2550; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
reference_note	2	10505	2601	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Справка М.И. Гая о связях Д.С. Тайца	/srv/projects/showtrials-discovery/structural_samples_d2_1/reference_note/02_10505_._._._..txt	medium	header + factual sections + evidence extracts	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	factual_section_or_extract	sample_file_chars=3170; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
reference_note	3	2023	8064	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Справка о вещественных и уликовых доказательствах, обнаруженных при ликвидации “троцкистско-националистической боевой организации”	/srv/projects/showtrials-discovery/structural_samples_d2_1/reference_note/03_2023_-.txt	medium	header + factual sections + evidence extracts	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	factual_section_or_extract	sample_file_chars=6646; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
reference_note	4	1735	8863	КРЕМЛЕВСКОЕ ДЕЛО	Справка по делу контрреволюционной террористической организации Л.Б. Каменева, Н.А. Розенфельд, Е.К. Мухановой и других	/srv/projects/showtrials-discovery/structural_samples_d2_1/reference_note/04_1735_._._._._._..txt	medium	header + factual sections + evidence extracts	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	factual_section_or_extract	sample_file_chars=6538; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
reference_note	5	7681	20632	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Справка СПО ГУГБ НКВД СССР на В.Г. Яковенко	/srv/projects/showtrials-discovery/structural_samples_d2_1/reference_note/05_7681_._..txt	medium	header + factual sections + evidence extracts	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	factual_section_or_extract	sample_file_chars=6465; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
reference_note	6	4849	49353	КРЕМЛЕВСКОЕ ДЕЛО	Справка по “Кремлевскому делу” для подготовки доклада Н.И. Ежова на июньском пленуме ЦК 1935 г. с выдержками из показаний обвиняемых	/srv/projects/showtrials-discovery/structural_samples_d2_1/reference_note/06_4849_._._1935_..txt	medium	header + factual sections + evidence extracts	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	factual_section_or_extract	sample_file_chars=6632; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
biographical_article	1	9470	188042	СТАТЬИ	Георгий Борисович Синани-Скалов	/srv/projects/showtrials-discovery/structural_samples_d2_1/biographical_article/01_9470_-.txt	low	article title + prose sections + chronology	Where does the true body begin? | Can chunks preserve section boundaries?	article_section_or_paragraph_block	sample_file_chars=6417; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
biographical_article	2	9366	250227	СТАТЬИ	Валентин Ольберг	/srv/projects/showtrials-discovery/structural_samples_d2_1/biographical_article/02_9366_sample.txt	low	article title + prose sections + chronology	Where does the true body begin? | Can chunks preserve section boundaries?	article_section_or_paragraph_block	sample_file_chars=6386; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
