document_post_id	document_title	primary_process	content_chars	package_likelihood	detected_attachment_count	detected_attachment_types	detected_markers	first_marker_position	cover_note_likely	embedded_interrogation_protocol	embedded_list	embedded_memo	embedded_diary	embedded_theses	embedded_reference_note	embedded_draft_project	recommended_package_strategy	notes
5707	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.Г. Пригожина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	38760	strong	4	diary|generic_attachment|interrogation_protocol|theses	дневник|направляю|приложение|протокол допроса|с приложением|тезисы	36	yes	yes	no	no	yes	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5708	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявлений Г.М. Аркуса И.В. Сталину от 21 июля 1936 г. и Н.И. Ежову без даты, не позднее 26 июля 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	11333	strong	2	draft_project|generic_attachment	направляю|приложение|проект постановления|с приложением	38	yes	no	no	no	no	no	no	yes	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5709	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Н.Л. Лурье	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	10505	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5712	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса К.Б. Бермана-Юрина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	31545	strong	4	generic_attachment|interrogation_protocol|memo|reference_note	записка|направляю|приложение|протокол допроса|с приложением|справка	38	yes	yes	no	yes	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5713	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.В. Галкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	19719	strong	3	generic_attachment|interrogation_protocol|memo	записка|направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5714	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Р.В. Пикеля	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	14764	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5715	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса М.Т. Антонова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	27723	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	39	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5716	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса С.Я. Бабахана	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	12228	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5717	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Л.Б. Каменева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	19608	strong	4	generic_attachment|interrogation_protocol|memo|reference_note	записка|направляю|приложение|протокол допроса|с приложением|справка	38	yes	yes	no	yes	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5718	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола очной ставки между Г.Е. Зиновьевым и Н.А. Каревым	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	16064	strong	2	generic_attachment|memo	записка|направляю|приложение|с приложением	38	yes	no	no	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5719	Спецсообщение Г.Г. Ягоды И.В. Сталину об аресте и обыске у Л.Ф. Дитятевой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1200	none	0				no	no	no	no	no	no	no	no	simple_special_report	align with blueprint header_body_attachment_block
5720	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Л.Б. Каменева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	23785	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5721	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Г.Е. Зиновьева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	25791	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5722	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	6280	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5724	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	18520	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5727	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявления В.А. Тер-Ваганяна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	7034	strong	2	generic_attachment|reference_note	направляю|приложение|с приложением|справка	38	yes	no	no	no	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5729	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.Ф. Дитятевой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	14144	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5730	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса К.Б. Бермана-Юрина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	25769	strong	3	generic_attachment|interrogation_protocol|memo	записка|прилагаю|приложение|протокол допроса|с приложением	38	yes	yes	no	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5731	Спецсообщение Г.Г. Ягоды В.М. Молотову с приложением протокола очной ставки между И.Н. Смирновым и С.В. Мрачковским	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	9869	strong	1	generic_attachment	направляю|приложение|с приложением	39	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5732	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса С.М. Закса-Гладнева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	39536	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5734	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Г.С. Фридлянда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	16414	strong	3	generic_attachment|interrogation_protocol|list	направляю|приложение|протокол допроса|с приложением|список	36	yes	yes	yes	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5735	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола очной ставки между Г.М. Аркусом и И.И. Рейнгольдом	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	26947	strong	3	generic_attachment|interrogation_protocol|reference_note	выдержки из показаний|направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5736	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.Г. Пригожина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	33949	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5737	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	13562	strong	3	generic_attachment|interrogation_protocol|list	направляю|приложение|протокол допроса|с приложением|список	38	yes	yes	yes	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5740	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса С.Б. Членова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	20950	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5741	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Н.В. Голубенко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	16143	strong	3	generic_attachment|interrogation_protocol|theses	направляю|приложение|протокол допроса|с приложением|тезисы	36	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5742	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Г.Е. Евдокимова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	31198	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5743	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Л.Б. Каменева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	13150	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5744	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Е.А. Дрейцера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	11547	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5746	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.Ф. Дитятевой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	15217	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5747	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением допроса В.Ф. Логинова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	13596	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5750	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.Ю. Тивеля	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	18602	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5751	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса С.В. Мрачковского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	13339	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5756	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Е.А. Дрейцера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	4835	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5758	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса В.А. Тер-Ваганяна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	13588	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5759	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.П. Бакаева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	13954	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5761	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Л.Б. Каменева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	3100	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5762	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	13544	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5764	Спецсообщение Г.Г. Ягоды Л.М. Кагановичу с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	5737	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	41	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5767	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением допроса В.Ф. Логинова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	12734	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5768	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявления Г.Е. Зиновьева Г.С. Люшкову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	6076	strong	2	generic_attachment|reference_note	приложение|с приложением|справка	38	yes	no	no	no	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5773	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса М.О. Зюка	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	16265	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5777	Спецсообщение Г.А. Молчанова Н.И. Ежову с приложением заявления А.О. Альского от 15 апреля 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	32340	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	40	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5791	Спецсообщение Н.И. Ежова И.В. Сталину с приложением письма Л.А. Шацкина А.Я. Вышинскому, И.В. Сталину и Н.И. Ежову от 22 октября 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	7044	strong	2	generic_attachment|reference_note	направляю|приложение|с приложением|справка	38	yes	no	no	no	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5792	Спецсообщение Н.И. Ежова И.В. Сталину с приложением письма Т.И. Глебовой от 31 октября 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	13990	strong	1	generic_attachment	направляю|прилагаю|приложение|с приложением	38	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5793	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протоколов допроса А. Кунта от 13 и 14 декабря 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	33020	strong	3	generic_attachment|interrogation_protocol|reference_note	прилагаю|приложение|протокол допроса|с приложением|справка	38	yes	yes	no	no	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5794	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.Ю. Тивеля	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	19269	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5797	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Н.Г. Туманова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10027	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5798	Спецсообщения Г.Г. Ягоды И.В. Сталину и Н.И. Ежову с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	25171	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	51	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5800	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.А. Шестова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	46881	strong	2	generic_attachment|interrogation_protocol	прилагаю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5804	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Б.И. Кузьмичева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	12350	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5806	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.М. Гертика	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	11894	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5807	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10926	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5808	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса И.Т. Смилги	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	9549	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5809	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Б.И. Кузьмичева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	8896	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5811	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса М.О. Зюка	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10615	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5817	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления П.Ф. Сапожникова И.В. Сталину и справки СПО ГУГБ НКВД по делу П.Ф. Сапожникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	9276	strong	2	generic_attachment|reference_note	направляю|приложение|с приложением|справка	38	yes	no	no	no	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5818	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Ф.В. Яблонской	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	12573	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5820	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	17576	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5823	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса К.С. Дорофеева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	19042	strong	3	generic_attachment|interrogation_protocol|memo	записка|направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5825	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	4954	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5826	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Н.И. Москалева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	11019	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5828	Спецсообщение Г.Г. Ягоды Н.И. Ежову об аресте Ю.Л. Пятакова и Н.И. Москалева и о первом допросе Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	2357	possible	1	interrogation_protocol	протокол допроса	2590	no	yes	no	no	no	no	no	no	cover_plus_attachment_detection	align with blueprint header_body_attachment_block
5830	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.А. Колоскова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	23030	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5832	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	8814	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5833	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	19548	strong	3	generic_attachment|interrogation_protocol|theses	направляю|приложение|протокол допроса|с приложением|тезисы	36	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5835	Спецсообщение Г.Г. Ягоды Н.И. Ежову об аресте и обыске у К.Б. Радека с приложением частично зашифрованного письма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	6946	strong	1	generic_attachment	прилагаю|приложение|с приложением	69	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5839	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Д.А. Шмидта	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	7793	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	39	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5841	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.А. Докучаева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10782	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5845	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.И. Юлина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10242	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5846	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса М.Ф. Иоэльсона	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10458	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5847	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Н.А. Угланова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	22999	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	36	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5853	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.М. Оберталлера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	27608	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5854	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.А. Колоскова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	7639	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5857	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Оскольского-Финкельштейна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	9485	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
